
> gildedtros@1.0.0 prestart
> npm run build


> gildedtros@1.0.0 build
> tsc


> gildedtros@1.0.0 start
> node dist/test/text-test-fixture.js 500

AXXES CODE KATA - GILDED TROS
-------- day 0 --------
name, sellIn, quality
Elixir of the SOLID, -63, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -53, 0
Backstage passes for Re:Factor, -58, 0
Backstage passes for HAXX, -63, 0
Duplicate Code, -65, 0
Long Methods, -65, 0
Ugly Variable Names, -65, 0

-------- day 69 --------
name, sellIn, quality
Ring of Cleansening Code, -59, 0
Good Wine, -67, 50
Elixir of the SOLID, -64, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -54, 0
Backstage passes for Re:Factor, -59, 0
Backstage passes for HAXX, -64, 0
Duplicate Code, -66, 0
Long Methods, -66, 0
Ugly Variable Names, -66, 0

-------- day 70 --------
name, sellIn, quality
Ring of Cleansening Code, -60, 0
Good Wine, -68, 50
Elixir of the SOLID, -65, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -55, 0
Backstage passes for Re:Factor, -60, 0
Backstage passes for HAXX, -65, 0
Duplicate Code, -67, 0
Long Methods, -67, 0
Ugly Variable Names, -67, 0

-------- day 71 --------
name, sellIn, quality
Ring of Cleansening Code, -61, 0
Good Wine, -69, 50
Elixir of the SOLID, -66, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -56, 0
Backstage passes for Re:Factor, -61, 0
Backstage passes for HAXX, -66, 0
Duplicate Code, -68, 0
Long Methods, -68, 0
Ugly Variable Names, -68, 0

-------- day 72 --------
name, sellIn, quality
Ring of Cleansening Code, -62, 0
Good Wine, -70, 50
Elixir of the SOLID, -67, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -57, 0
Backstage passes for Re:Factor, -62, 0
Backstage passes for HAXX, -67, 0
Duplicate Code, -69, 0
Long Methods, -69, 0
Ugly Variable Names, -69, 0

-------- day 73 --------
name, sellIn, quality
Ring of Cleansening Code, -63, 0
Good Wine, -71, 50
Elixir of the SOLID, -68, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -58, 0
Backstage passes for Re:Factor, -63, 0
Backstage passes for HAXX, -68, 0
Duplicate Code, -70, 0
Long Methods, -70, 0
Ugly Variable Names, -70, 0

-------- day 74 --------
name, sellIn, quality
Ring of Cleansening Code, -64, 0
Good Wine, -72, 50
Elixir of the SOLID, -69, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -59, 0
Backstage passes for Re:Factor, -64, 0
Backstage passes for HAXX, -69, 0
Duplicate Code, -71, 0
Long Methods, -71, 0
Ugly Variable Names, -71, 0

-------- day 75 --------
name, sellIn, quality
Ring of Cleansening Code, -65, 0
Good Wine, -73, 50
Elixir of the SOLID, -70, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -60, 0
Backstage passes for Re:Factor, -65, 0
Backstage passes for HAXX, -70, 0
Duplicate Code, -72, 0
Long Methods, -72, 0
Ugly Variable Names, -72, 0

-------- day 76 --------
name, sellIn, quality
Ring of Cleansening Code, -66, 0
Good Wine, -74, 50
Elixir of the SOLID, -71, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -61, 0
Backstage passes for Re:Factor, -66, 0
Backstage passes for HAXX, -71, 0
Duplicate Code, -73, 0
Long Methods, -73, 0
Ugly Variable Names, -73, 0

-------- day 77 --------
name, sellIn, quality
Ring of Cleansening Code, -67, 0
Good Wine, -75, 50
Elixir of the SOLID, -72, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -62, 0
Backstage passes for Re:Factor, -67, 0
Backstage passes for HAXX, -72, 0
Duplicate Code, -74, 0
Long Methods, -74, 0
Ugly Variable Names, -74, 0

-------- day 78 --------
name, sellIn, quality
Ring of Cleansening Code, -68, 0
Good Wine, -76, 50
Elixir of the SOLID, -73, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -63, 0
Backstage passes for Re:Factor, -68, 0
Backstage passes for HAXX, -73, 0
Duplicate Code, -75, 0
Long Methods, -75, 0
Ugly Variable Names, -75, 0

-------- day 79 --------
name, sellIn, quality
Ring of Cleansening Code, -69, 0
Good Wine, -77, 50
Elixir of the SOLID, -74, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -64, 0
Backstage passes for Re:Factor, -69, 0
Backstage passes for HAXX, -74, 0
Duplicate Code, -76, 0
Long Methods, -76, 0
Ugly Variable Names, -76, 0

-------- day 80 --------
name, sellIn, quality
Ring of Cleansening Code, -70, 0
Good Wine, -78, 50
Elixir of the SOLID, -75, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -65, 0
Backstage passes for Re:Factor, -70, 0
Backstage passes for HAXX, -75, 0
Duplicate Code, -77, 0
Long Methods, -77, 0
Ugly Variable Names, -77, 0

-------- day 81 --------
name, sellIn, quality
Ring of Cleansening Code, -71, 0
Good Wine, -79, 50
Elixir of the SOLID, -76, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -66, 0
Backstage passes for Re:Factor, -71, 0
Backstage passes for HAXX, -76, 0
Duplicate Code, -78, 0
Long Methods, -78, 0
Ugly Variable Names, -78, 0

-------- day 82 --------
name, sellIn, quality
Ring of Cleansening Code, -72, 0
Good Wine, -80, 50
Elixir of the SOLID, -77, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -67, 0
Backstage passes for Re:Factor, -72, 0
Backstage passes for HAXX, -77, 0
Duplicate Code, -79, 0
Long Methods, -79, 0
Ugly Variable Names, -79, 0

-------- day 83 --------
name, sellIn, quality
Ring of Cleansening Code, -73, 0
Good Wine, -81, 50
Elixir of the SOLID, -78, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -68, 0
Backstage passes for Re:Factor, -73, 0
Backstage passes for HAXX, -78, 0
Duplicate Code, -80, 0
Long Methods, -80, 0
Ugly Variable Names, -80, 0

-------- day 84 --------
name, sellIn, quality
Ring of Cleansening Code, -74, 0
Good Wine, -82, 50
Elixir of the SOLID, -79, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -69, 0
Backstage passes for Re:Factor, -74, 0
Backstage passes for HAXX, -79, 0
Duplicate Code, -81, 0
Long Methods, -81, 0
Ugly Variable Names, -81, 0

-------- day 85 --------
name, sellIn, quality
Ring of Cleansening Code, -75, 0
Good Wine, -83, 50
Elixir of the SOLID, -80, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -70, 0
Backstage passes for Re:Factor, -75, 0
Backstage passes for HAXX, -80, 0
Duplicate Code, -82, 0
Long Methods, -82, 0
Ugly Variable Names, -82, 0

-------- day 86 --------
name, sellIn, quality
Ring of Cleansening Code, -76, 0
Good Wine, -84, 50
Elixir of the SOLID, -81, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -71, 0
Backstage passes for Re:Factor, -76, 0
Backstage passes for HAXX, -81, 0
Duplicate Code, -83, 0
Long Methods, -83, 0
Ugly Variable Names, -83, 0

-------- day 87 --------
name, sellIn, quality
Ring of Cleansening Code, -77, 0
Good Wine, -85, 50
Elixir of the SOLID, -82, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -72, 0
Backstage passes for Re:Factor, -77, 0
Backstage passes for HAXX, -82, 0
Duplicate Code, -84, 0
Long Methods, -84, 0
Ugly Variable Names, -84, 0

-------- day 88 --------
name, sellIn, quality
Ring of Cleansening Code, -78, 0
Good Wine, -86, 50
Elixir of the SOLID, -83, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -73, 0
Backstage passes for Re:Factor, -78, 0
Backstage passes for HAXX, -83, 0
Duplicate Code, -85, 0
Long Methods, -85, 0
Ugly Variable Names, -85, 0

-------- day 89 --------
name, sellIn, quality
Ring of Cleansening Code, -79, 0
Good Wine, -87, 50
Elixir of the SOLID, -84, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -74, 0
Backstage passes for Re:Factor, -79, 0
Backstage passes for HAXX, -84, 0
Duplicate Code, -86, 0
Long Methods, -86, 0
Ugly Variable Names, -86, 0

-------- day 90 --------
name, sellIn, quality
Ring of Cleansening Code, -80, 0
Good Wine, -88, 50
Elixir of the SOLID, -85, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -75, 0
Backstage passes for Re:Factor, -80, 0
Backstage passes for HAXX, -85, 0
Duplicate Code, -87, 0
Long Methods, -87, 0
Ugly Variable Names, -87, 0

-------- day 91 --------
name, sellIn, quality
Ring of Cleansening Code, -81, 0
Good Wine, -89, 50
Elixir of the SOLID, -86, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -76, 0
Backstage passes for Re:Factor, -81, 0
Backstage passes for HAXX, -86, 0
Duplicate Code, -88, 0
Long Methods, -88, 0
Ugly Variable Names, -88, 0

-------- day 92 --------
name, sellIn, quality
Ring of Cleansening Code, -82, 0
Good Wine, -90, 50
Elixir of the SOLID, -87, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -77, 0
Backstage passes for Re:Factor, -82, 0
Backstage passes for HAXX, -87, 0
Duplicate Code, -89, 0
Long Methods, -89, 0
Ugly Variable Names, -89, 0

-------- day 93 --------
name, sellIn, quality
Ring of Cleansening Code, -83, 0
Good Wine, -91, 50
Elixir of the SOLID, -88, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -78, 0
Backstage passes for Re:Factor, -83, 0
Backstage passes for HAXX, -88, 0
Duplicate Code, -90, 0
Long Methods, -90, 0
Ugly Variable Names, -90, 0

-------- day 94 --------
name, sellIn, quality
Ring of Cleansening Code, -84, 0
Good Wine, -92, 50
Elixir of the SOLID, -89, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -79, 0
Backstage passes for Re:Factor, -84, 0
Backstage passes for HAXX, -89, 0
Duplicate Code, -91, 0
Long Methods, -91, 0
Ugly Variable Names, -91, 0

-------- day 95 --------
name, sellIn, quality
Ring of Cleansening Code, -85, 0
Good Wine, -93, 50
Elixir of the SOLID, -90, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -80, 0
Backstage passes for Re:Factor, -85, 0
Backstage passes for HAXX, -90, 0
Duplicate Code, -92, 0
Long Methods, -92, 0
Ugly Variable Names, -92, 0

-------- day 96 --------
name, sellIn, quality
Ring of Cleansening Code, -86, 0
Good Wine, -94, 50
Elixir of the SOLID, -91, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -81, 0
Backstage passes for Re:Factor, -86, 0
Backstage passes for HAXX, -91, 0
Duplicate Code, -93, 0
Long Methods, -93, 0
Ugly Variable Names, -93, 0

-------- day 97 --------
name, sellIn, quality
Ring of Cleansening Code, -87, 0
Good Wine, -95, 50
Elixir of the SOLID, -92, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -82, 0
Backstage passes for Re:Factor, -87, 0
Backstage passes for HAXX, -92, 0
Duplicate Code, -94, 0
Long Methods, -94, 0
Ugly Variable Names, -94, 0

-------- day 98 --------
name, sellIn, quality
Ring of Cleansening Code, -88, 0
Good Wine, -96, 50
Elixir of the SOLID, -93, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -83, 0
Backstage passes for Re:Factor, -88, 0
Backstage passes for HAXX, -93, 0
Duplicate Code, -95, 0
Long Methods, -95, 0
Ugly Variable Names, -95, 0

-------- day 99 --------
name, sellIn, quality
Ring of Cleansening Code, -89, 0
Good Wine, -97, 50
Elixir of the SOLID, -94, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -84, 0
Backstage passes for Re:Factor, -89, 0
Backstage passes for HAXX, -94, 0
Duplicate Code, -96, 0
Long Methods, -96, 0
Ugly Variable Names, -96, 0

-------- day 100 --------
name, sellIn, quality
Ring of Cleansening Code, -90, 0
Good Wine, -98, 50
Elixir of the SOLID, -95, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -85, 0
Backstage passes for Re:Factor, -90, 0
Backstage passes for HAXX, -95, 0
Duplicate Code, -97, 0
Long Methods, -97, 0
Ugly Variable Names, -97, 0

-------- day 101 --------
name, sellIn, quality
Ring of Cleansening Code, -91, 0
Good Wine, -99, 50
Elixir of the SOLID, -96, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -86, 0
Backstage passes for Re:Factor, -91, 0
Backstage passes for HAXX, -96, 0
Duplicate Code, -98, 0
Long Methods, -98, 0
Ugly Variable Names, -98, 0

-------- day 102 --------
name, sellIn, quality
Ring of Cleansening Code, -92, 0
Good Wine, -100, 50
Elixir of the SOLID, -97, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -87, 0
Backstage passes for Re:Factor, -92, 0
Backstage passes for HAXX, -97, 0
Duplicate Code, -99, 0
Long Methods, -99, 0
Ugly Variable Names, -99, 0

-------- day 103 --------
name, sellIn, quality
Ring of Cleansening Code, -93, 0
Good Wine, -101, 50
Elixir of the SOLID, -98, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -88, 0
Backstage passes for Re:Factor, -93, 0
Backstage passes for HAXX, -98, 0
Duplicate Code, -100, 0
Long Methods, -100, 0
Ugly Variable Names, -100, 0

-------- day 104 --------
name, sellIn, quality
Ring of Cleansening Code, -94, 0
Good Wine, -102, 50
Elixir of the SOLID, -99, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -89, 0
Backstage passes for Re:Factor, -94, 0
Backstage passes for HAXX, -99, 0
Duplicate Code, -101, 0
Long Methods, -101, 0
Ugly Variable Names, -101, 0

-------- day 105 --------
name, sellIn, quality
Ring of Cleansening Code, -95, 0
Good Wine, -103, 50
Elixir of the SOLID, -100, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -90, 0
Backstage passes for Re:Factor, -95, 0
Backstage passes for HAXX, -100, 0
Duplicate Code, -102, 0
Long Methods, -102, 0
Ugly Variable Names, -102, 0

-------- day 106 --------
name, sellIn, quality
Ring of Cleansening Code, -96, 0
Good Wine, -104, 50
Elixir of the SOLID, -101, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -91, 0
Backstage passes for Re:Factor, -96, 0
Backstage passes for HAXX, -101, 0
Duplicate Code, -103, 0
Long Methods, -103, 0
Ugly Variable Names, -103, 0

-------- day 107 --------
name, sellIn, quality
Ring of Cleansening Code, -97, 0
Good Wine, -105, 50
Elixir of the SOLID, -102, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -92, 0
Backstage passes for Re:Factor, -97, 0
Backstage passes for HAXX, -102, 0
Duplicate Code, -104, 0
Long Methods, -104, 0
Ugly Variable Names, -104, 0

-------- day 108 --------
name, sellIn, quality
Ring of Cleansening Code, -98, 0
Good Wine, -106, 50
Elixir of the SOLID, -103, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -93, 0
Backstage passes for Re:Factor, -98, 0
Backstage passes for HAXX, -103, 0
Duplicate Code, -105, 0
Long Methods, -105, 0
Ugly Variable Names, -105, 0

-------- day 109 --------
name, sellIn, quality
Ring of Cleansening Code, -99, 0
Good Wine, -107, 50
Elixir of the SOLID, -104, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -94, 0
Backstage passes for Re:Factor, -99, 0
Backstage passes for HAXX, -104, 0
Duplicate Code, -106, 0
Long Methods, -106, 0
Ugly Variable Names, -106, 0

-------- day 110 --------
name, sellIn, quality
Ring of Cleansening Code, -100, 0
Good Wine, -108, 50
Elixir of the SOLID, -105, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -95, 0
Backstage passes for Re:Factor, -100, 0
Backstage passes for HAXX, -105, 0
Duplicate Code, -107, 0
Long Methods, -107, 0
Ugly Variable Names, -107, 0

-------- day 111 --------
name, sellIn, quality
Ring of Cleansening Code, -101, 0
Good Wine, -109, 50
Elixir of the SOLID, -106, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -96, 0
Backstage passes for Re:Factor, -101, 0
Backstage passes for HAXX, -106, 0
Duplicate Code, -108, 0
Long Methods, -108, 0
Ugly Variable Names, -108, 0

-------- day 112 --------
name, sellIn, quality
Ring of Cleansening Code, -102, 0
Good Wine, -110, 50
Elixir of the SOLID, -107, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -97, 0
Backstage passes for Re:Factor, -102, 0
Backstage passes for HAXX, -107, 0
Duplicate Code, -109, 0
Long Methods, -109, 0
Ugly Variable Names, -109, 0

-------- day 113 --------
name, sellIn, quality
Ring of Cleansening Code, -103, 0
Good Wine, -111, 50
Elixir of the SOLID, -108, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -98, 0
Backstage passes for Re:Factor, -103, 0
Backstage passes for HAXX, -108, 0
Duplicate Code, -110, 0
Long Methods, -110, 0
Ugly Variable Names, -110, 0

-------- day 114 --------
name, sellIn, quality
Ring of Cleansening Code, -104, 0
Good Wine, -112, 50
Elixir of the SOLID, -109, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -99, 0
Backstage passes for Re:Factor, -104, 0
Backstage passes for HAXX, -109, 0
Duplicate Code, -111, 0
Long Methods, -111, 0
Ugly Variable Names, -111, 0

-------- day 115 --------
name, sellIn, quality
Ring of Cleansening Code, -105, 0
Good Wine, -113, 50
Elixir of the SOLID, -110, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -100, 0
Backstage passes for Re:Factor, -105, 0
Backstage passes for HAXX, -110, 0
Duplicate Code, -112, 0
Long Methods, -112, 0
Ugly Variable Names, -112, 0

-------- day 116 --------
name, sellIn, quality
Ring of Cleansening Code, -106, 0
Good Wine, -114, 50
Elixir of the SOLID, -111, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -101, 0
Backstage passes for Re:Factor, -106, 0
Backstage passes for HAXX, -111, 0
Duplicate Code, -113, 0
Long Methods, -113, 0
Ugly Variable Names, -113, 0

-------- day 117 --------
name, sellIn, quality
Ring of Cleansening Code, -107, 0
Good Wine, -115, 50
Elixir of the SOLID, -112, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -102, 0
Backstage passes for Re:Factor, -107, 0
Backstage passes for HAXX, -112, 0
Duplicate Code, -114, 0
Long Methods, -114, 0
Ugly Variable Names, -114, 0

-------- day 118 --------
name, sellIn, quality
Ring of Cleansening Code, -108, 0
Good Wine, -116, 50
Elixir of the SOLID, -113, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -103, 0
Backstage passes for Re:Factor, -108, 0
Backstage passes for HAXX, -113, 0
Duplicate Code, -115, 0
Long Methods, -115, 0
Ugly Variable Names, -115, 0

-------- day 119 --------
name, sellIn, quality
Ring of Cleansening Code, -109, 0
Good Wine, -117, 50
Elixir of the SOLID, -114, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -104, 0
Backstage passes for Re:Factor, -109, 0
Backstage passes for HAXX, -114, 0
Duplicate Code, -116, 0
Long Methods, -116, 0
Ugly Variable Names, -116, 0

-------- day 120 --------
name, sellIn, quality
Ring of Cleansening Code, -110, 0
Good Wine, -118, 50
Elixir of the SOLID, -115, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -105, 0
Backstage passes for Re:Factor, -110, 0
Backstage passes for HAXX, -115, 0
Duplicate Code, -117, 0
Long Methods, -117, 0
Ugly Variable Names, -117, 0

-------- day 121 --------
name, sellIn, quality
Ring of Cleansening Code, -111, 0
Good Wine, -119, 50
Elixir of the SOLID, -116, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -106, 0
Backstage passes for Re:Factor, -111, 0
Backstage passes for HAXX, -116, 0
Duplicate Code, -118, 0
Long Methods, -118, 0
Ugly Variable Names, -118, 0

-------- day 122 --------
name, sellIn, quality
Ring of Cleansening Code, -112, 0
Good Wine, -120, 50
Elixir of the SOLID, -117, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -107, 0
Backstage passes for Re:Factor, -112, 0
Backstage passes for HAXX, -117, 0
Duplicate Code, -119, 0
Long Methods, -119, 0
Ugly Variable Names, -119, 0

-------- day 123 --------
name, sellIn, quality
Ring of Cleansening Code, -113, 0
Good Wine, -121, 50
Elixir of the SOLID, -118, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -108, 0
Backstage passes for Re:Factor, -113, 0
Backstage passes for HAXX, -118, 0
Duplicate Code, -120, 0
Long Methods, -120, 0
Ugly Variable Names, -120, 0

-------- day 124 --------
name, sellIn, quality
Ring of Cleansening Code, -114, 0
Good Wine, -122, 50
Elixir of the SOLID, -119, 0
B-DAWG Keychain, 0, 80
B-DAWG Keychain, -1, 80
Backstage passes for Re:Factor, -109, 0
Backstage passes for Re:Factor, -114, 0
Backstage passes for HAXX, -119, 0
Duplicate Code, -121, 0
Long Methods, -121, 0
Ugly Variable Names, -121, 0

-------- day 125 --------
name, sellIn, quality
Ring of Cleansening Code, -115, 0
Good Wine, -123, 50
Elixir of the SOLID, -120, 0
